,docket,county,division,link
3882,112-1-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/112-1-20.json
3883,328-4-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/328-4-20.json
3884,1310-10-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1310-10-18.json
3885,1311-10-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1311-10-18.json
3886,1721-12-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1721-12-18.json
3887,436-4-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/436-4-19.json
3888,666-7-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/666-7-20.json
3889,496-6-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/496-6-20.json
3890,498-6-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/498-6-20.json
3891,827-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/827-8-20.json
3892,979-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/979-9-20.json
3893,1400-12-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1400-12-20.json
3894,34-1-21,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/34-1-21.json
3895,1525-11-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1525-11-19.json
3896,44-6-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/44-6-20.json
3897,627-7-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/627-7-20.json
3898,963-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/963-9-20.json
3899,964-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/964-9-20.json
3900,1057-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1057-10-20.json
3901,1092-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1092-10-20.json
3902,1239-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1239-11-20.json
3903,1238-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1238-11-20.json
3904,1228-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1228-11-20.json
3905,122-1-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/122-1-20.json
3906,894-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/894-8-20.json
3907,972-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/972-9-20.json
3908,1215-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1215-11-20.json
3909,1112-8-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1112-8-19.json
3910,276-3-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/276-3-20.json
3911,1021-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1021-9-20.json
3912,757-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/757-8-20.json
3913,172-2-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/172-2-20.json
3914,672-7-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/672-7-20.json
3915,763-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/763-8-20.json
3916,592-7-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/592-7-20.json
3917,697-7-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/697-7-20.json
3918,905-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/905-9-20.json
3919,906-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/906-9-20.json
3920,1478-10-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1478-10-19.json
3921,201-2-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/201-2-20.json
3922,492-6-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/492-6-20.json
3923,490-6-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/490-6-20.json
3924,521-4-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/521-4-19.json
3925,449-6-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/449-6-20.json
3926,525-6-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/525-6-20.json
3927,401-5-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/401-5-20.json
3928,1387-11-11,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1387-11-11.json
3929,394-5-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/394-5-20.json
3930,472-6-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/472-6-20.json
3931,966-7-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/966-7-18.json
3932,875-7-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/875-7-18.json
3933,1218-9-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1218-9-18.json
3934,1655-12-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1655-12-18.json
3935,1743-12-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1743-12-18.json
3936,1293-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1293-11-20.json
3937,1619-11-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1619-11-19.json
3938,822-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/822-8-20.json
3939,1299-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1299-11-20.json
3940,734-5-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/734-5-19.json
3941,755-5-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/755-5-19.json
3942,1250-9-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1250-9-19.json
3943,1527-11-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1527-11-19.json
3944,1485-10-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1485-10-19.json
3945,1301-9-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1301-9-19.json
3946,884-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/884-8-20.json
3947,902-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/902-9-20.json
3948,148-1-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/148-1-19.json
3949,149-1-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/149-1-19.json
3950,526-4-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/526-4-19.json
3951,1456-10-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1456-10-19.json
3952,69-1-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/69-1-20.json
3953,70-1-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/70-1-20.json
3954,78-1-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/78-1-20.json
3955,230-2-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/230-2-20.json
3956,229-2-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/229-2-20.json
3957,410-5-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/410-5-20.json
3958,821-6-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/821-6-19.json
3959,1062-7-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1062-7-19.json
3960,1136-8-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1136-8-19.json
3961,1203-9-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1203-9-18.json
3962,1327-10-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1327-10-18.json
3963,1138-8-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1138-8-19.json
3964,1395-10-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1395-10-19.json
3965,660-6-17,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/660-6-17.json
3966,245-3-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/245-3-18.json
3967,1573-12-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1573-12-18.json
3968,1714-12-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1714-12-18.json
3969,338-3-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/338-3-19.json
3970,598-5-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/598-5-19.json
3971,786-6-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/786-6-19.json
3972,1097-8-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1097-8-19.json
3973,1287-9-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1287-9-19.json
3974,168-2-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/168-2-20.json
3975,15-2-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/15-2-20.json
3976,915-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/915-9-20.json
3977,996-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/996-9-20.json
3978,141-1-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/141-1-20.json
3979,553-4-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/553-4-19.json
3980,1250-9-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1250-9-19.json
3981,773-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/773-8-20.json
3982,704-6-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/704-6-18.json
3983,1128-10-17,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1128-10-17.json
3984,1244-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1244-11-20.json
3985,361-4-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/361-4-20.json
3986,360-4-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/360-4-20.json
3987,1401-12-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1401-12-20.json
3988,497-6-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/497-6-20.json
3989,980-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/980-9-20.json
3990,1194-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1194-10-20.json
3991,1341-12-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1341-12-20.json
3992,209-2-17,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/209-2-17.json
3993,1291-10-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1291-10-18.json
3994,624-5-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/624-5-19.json
3995,56-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/56-8-20.json
3996,768-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/768-8-20.json
3997,932-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/932-9-20.json
3998,1138-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1138-10-20.json
3999,71-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/71-10-20.json
4000,1091-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1091-10-20.json
4001,72-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/72-10-20.json
4002,1123-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1123-10-20.json
4003,1142-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1142-10-20.json
4004,1139-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1139-10-20.json
4005,1256-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1256-11-20.json
4006,1160-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1160-10-20.json
4007,1407-12-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1407-12-20.json
4008,667-6-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/667-6-18.json
4009,1292-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1292-11-20.json
4010,1316-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1316-11-20.json
4011,1318-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1318-11-20.json
4012,1395-12-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1395-12-20.json
4013,1402-12-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1402-12-20.json
4014,1304-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1304-11-20.json
4015,248-3-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/248-3-20.json
4016,1202-11-17,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1202-11-17.json
4017,1332-12-17,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1332-12-17.json
4018,1359-12-17,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1359-12-17.json
4019,774-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/774-8-20.json
4020,1525-11-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1525-11-19.json
4021,209-2-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/209-2-18.json
4022,675-5-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/675-5-19.json
4023,1387-11-11,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1387-11-11.json
4024,68-1-21,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/68-1-21.json
4025,277-2-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/277-2-19.json
4026,276-2-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/276-2-19.json
4027,431-4-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/431-4-19.json
4028,555-4-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/555-4-19.json
4029,779-6-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/779-6-19.json
4030,800-6-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/800-6-19.json
4031,1653-12-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1653-12-19.json
4032,946-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/946-9-20.json
4033,1359-9-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1359-9-19.json
4034,1059-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1059-10-20.json
4035,1378-12-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1378-12-20.json
4036,1723-12-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1723-12-19.json
4037,279-3-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/279-3-20.json
4038,1302-12-17,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1302-12-17.json
4039,500-5-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/500-5-18.json
4040,545-5-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/545-5-18.json
4041,563-5-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/563-5-18.json
4042,564-5-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/564-5-18.json
4043,1055-8-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1055-8-18.json
4044,1190-9-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1190-9-18.json
4045,1385-10-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1385-10-18.json
4046,28-1-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/28-1-19.json
4047,27-1-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/27-1-19.json
4048,53-1-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/53-1-19.json
4049,119-1-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/119-1-19.json
4050,866-6-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/866-6-19.json
4051,136-1-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/136-1-20.json
4052,682-7-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/682-7-20.json
4053,25-1-21,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/25-1-21.json
4054,994-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/994-9-20.json
4055,414-5-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/414-5-20.json
4056,659-6-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/659-6-18.json
4057,203-2-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/203-2-20.json
4058,781-7-17,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/781-7-17.json
4059,718-7-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/718-7-20.json
4060,772-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/772-8-20.json
4061,771-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/771-8-20.json
4062,823-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/823-8-20.json
4063,808-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/808-8-20.json
4064,809-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/809-8-20.json
4065,810-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/810-8-20.json
4066,834-8-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/834-8-20.json
4067,931-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/931-9-20.json
4068,930-9-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/930-9-20.json
4069,1173-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1173-10-20.json
4070,337-4-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/337-4-20.json
4071,1124-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1124-10-20.json
4072,1288-11-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1288-11-20.json
4073,1648-12-18,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1648-12-18.json
4074,163-1-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/163-1-19.json
4075,390-3-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/390-3-19.json
4076,1684-12-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1684-12-19.json
4077,1157-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1157-10-20.json
4078,1076-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1076-10-20.json
4079,1181-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1181-10-20.json
4080,1249-9-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1249-9-19.json
4081,718-7-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/718-7-20.json
4082,1043-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1043-10-20.json
4083,1067-10-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1067-10-20.json
4084,1274-9-19,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1274-9-19.json
4085,1211-11-17,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/1211-11-17.json
4086,365-4-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/365-4-20.json
4087,30-1-20,washington,criminal,https://raw.githubusercontent.com/codeforbtv/court-calendars/main/2021-02-01/washington_criminal/30-1-20.json
