docket,county,subdivision,court_room,hearing_type,day_of_week,day,month,time,am_pm,street,city,zip_code,division
28-1-21,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,1:55,PM,255 North Main Street , Barre,05641,criminal
596-7-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:00,PM,255 North Main Street , Barre,05641,criminal
1447-10-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:05,PM,255 North Main Street , Barre,05641,criminal
881-8-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:10,PM,255 North Main Street , Barre,05641,criminal
1093-10-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:15,PM,255 North Main Street , Barre,05641,criminal
536-6-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:20,PM,255 North Main Street , Barre,05641,criminal
40-6-20,washington,civil suspension,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:20,PM,255 North Main Street , Barre,05641,criminal
744-8-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:25,PM,255 North Main Street , Barre,05641,criminal
70-9-20,washington,civil suspension,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:25,PM,255 North Main Street , Barre,05641,criminal
632-7-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:30,PM,255 North Main Street , Barre,05641,criminal
845-8-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:35,PM,255 North Main Street , Barre,05641,criminal
1277-11-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:40,PM,255 North Main Street , Barre,05641,criminal
1458-11-18,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:40,PM,255 North Main Street , Barre,05641,criminal
291-2-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:40,PM,255 North Main Street , Barre,05641,criminal
1329-12-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:45,PM,255 North Main Street , Barre,05641,criminal
1484-11-18,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:46,PM,255 North Main Street , Barre,05641,criminal
124-1-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:46,PM,255 North Main Street , Barre,05641,criminal
423-3-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:47,PM,255 North Main Street , Barre,05641,criminal
1374-12-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:48,PM,255 North Main Street , Barre,05641,criminal
1104-10-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:51,PM,255 North Main Street , Barre,05641,criminal
191-2-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:52,PM,255 North Main Street , Barre,05641,criminal
1184-11-17,washington,criminal,Terry Trono Courtroom - Barre,Confidential Hearing,Thursday,29,Apr,2:53,PM,255 North Main Street , Barre,05641,criminal
968-9-17,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:53,PM,255 North Main Street , Barre,05641,criminal
539-4-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Thursday,29,Apr,2:53,PM,255 North Main Street , Barre,05641,criminal
1031-8-18,washington,criminal,Terry Trono Courtroom - Barre,VOP Merits Hearing,Friday,30,Apr,8:30,AM,255 North Main Street , Barre,05641,criminal
1430-11-18,washington,criminal,Terry Trono Courtroom - Barre,VOP Merits Hearing,Friday,30,Apr,8:30,AM,255 North Main Street , Barre,05641,criminal
281-2-15,washington,criminal,Terry Trono Courtroom - Barre,Motion Hearing,Friday,30,Apr,9:00,AM,255 North Main Street , Barre,05641,criminal
366-3-15,washington,criminal,Terry Trono Courtroom - Barre,Motion Hearing,Friday,30,Apr,9:00,AM,255 North Main Street , Barre,05641,criminal
1064-10-20,washington,criminal,Terry Trono Courtroom - Barre,Change of Plea Hearing,Friday,30,Apr,9:15,AM,255 North Main Street , Barre,05641,criminal
805-8-20,washington,criminal,Terry Trono Courtroom - Barre,Change of Plea Hearing,Friday,30,Apr,10:00,AM,255 North Main Street , Barre,05641,criminal
894-8-20,washington,criminal,Terry Trono Courtroom - Barre,Change of Plea Hearing,Friday,30,Apr,10:00,AM,255 North Main Street , Barre,05641,criminal
972-9-20,washington,criminal,Terry Trono Courtroom - Barre,Change of Plea Hearing,Friday,30,Apr,10:00,AM,255 North Main Street , Barre,05641,criminal
1215-11-20,washington,criminal,Terry Trono Courtroom - Barre,Change of Plea Hearing,Friday,30,Apr,10:00,AM,255 North Main Street , Barre,05641,criminal
37-1-21,washington,criminal,Terry Trono Courtroom - Barre,Confidential Hearing,Friday,30,Apr,10:00,AM,255 North Main Street , Barre,05641,criminal
37-1-20,washington,criminal,Terry Trono Courtroom - Barre,Confidential Hearing,Friday,30,Apr,10:00,AM,255 North Main Street , Barre,05641,criminal
652-7-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,1:30,PM,255 North Main Street , Barre,05641,criminal
949-9-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,1:35,PM,255 North Main Street , Barre,05641,criminal
1235-11-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,1:40,PM,255 North Main Street , Barre,05641,criminal
1242-9-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,1:45,PM,255 North Main Street , Barre,05641,criminal
985-9-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,1:50,PM,255 North Main Street , Barre,05641,criminal
730-8-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,1:55,PM,255 North Main Street , Barre,05641,criminal
24-1-21,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:00,PM,255 North Main Street , Barre,05641,criminal
273-3-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:05,PM,255 North Main Street , Barre,05641,criminal
864-8-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:10,PM,255 North Main Street , Barre,05641,criminal
690-7-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:15,PM,255 North Main Street , Barre,05641,criminal
420-5-20,washington,criminal,Terry Trono Courtroom - Barre,Confidential Hearing,Friday,30,Apr,2:20,PM,255 North Main Street , Barre,05641,criminal
450-6-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:20,PM,255 North Main Street , Barre,05641,criminal
453-6-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:20,PM,255 North Main Street , Barre,05641,criminal
396-5-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:20,PM,255 North Main Street , Barre,05641,criminal
1477-10-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:25,PM,255 North Main Street , Barre,05641,criminal
673-7-20,washington,criminal,Terry Trono Courtroom - Barre,Confidential Hearing,Friday,30,Apr,2:30,PM,255 North Main Street , Barre,05641,criminal
600-7-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:35,PM,255 North Main Street , Barre,05641,criminal
53-1-21,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:40,PM,255 North Main Street , Barre,05641,criminal
13-1-21,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,30,Apr,2:45,PM,255 North Main Street , Barre,05641,criminal
1173-10-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,1,Jun,8:30,AM,255 North Main Street , Barre,05641,criminal
391-3-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Friday,4,Jun,8:30,AM,255 North Main Street , Barre,05641,criminal
1019-8-18,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,7,Jun,11:00,AM,255 North Main Street , Barre,05641,criminal
1210-9-18,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,15,Jun,8:30,AM,255 North Main Street , Barre,05641,criminal
1022-9-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,15,Jun,9:00,AM,255 North Main Street , Barre,05641,criminal
1157-10-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,15,Jun,9:15,AM,255 North Main Street , Barre,05641,criminal
1139-8-19,washington,criminal,Terry Trono Courtroom - Barre,VOP Merits Hearing,Tuesday,15,Jun,1:30,PM,255 North Main Street , Barre,05641,criminal
1019-8-18,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,21,Jun,11:00,AM,255 North Main Street , Barre,05641,criminal
1114-10-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,21,Jun,1:00,PM,255 North Main Street , Barre,05641,criminal
48-1-21,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,21,Jun,1:00,PM,255 North Main Street , Barre,05641,criminal
90-1-21,washington,civil suspension,Terry Trono Courtroom - Barre,Status Conference,Monday,21,Jun,1:00,PM,255 North Main Street , Barre,05641,criminal
497-6-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference/Change of Plea,Wednesday,23,Jun,1:30,PM,255 North Main Street , Barre,05641,criminal
980-9-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference/Change of Plea,Wednesday,23,Jun,1:30,PM,255 North Main Street , Barre,05641,criminal
1194-10-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference/Change of Plea,Wednesday,23,Jun,1:30,PM,255 North Main Street , Barre,05641,criminal
1341-12-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference/Change of Plea,Wednesday,23,Jun,1:30,PM,255 North Main Street , Barre,05641,criminal
262-3-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference/Change of Plea,Monday,28,Jun,1:30,PM,255 North Main Street , Barre,05641,criminal
313-3-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference/Change of Plea,Monday,28,Jun,1:40,PM,255 North Main Street , Barre,05641,criminal
1211-11-17,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,6,Jul,8:30,AM,255 North Main Street , Barre,05641,criminal
1288-11-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,6,Jul,9:00,AM,255 North Main Street , Barre,05641,criminal
1424-10-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,6,Jul,9:00,AM,255 North Main Street , Barre,05641,criminal
1301-9-19,washington,criminal,Terry Trono Courtroom - Barre,Jury Draw,Wednesday,7,Jul,8:30,AM,255 North Main Street , Barre,05641,criminal
931-9-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,13,Jul,8:30,AM,255 North Main Street , Barre,05641,criminal
947-9-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,13,Jul,8:30,AM,255 North Main Street , Barre,05641,criminal
1611-11-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,13,Jul,8:30,AM,255 North Main Street , Barre,05641,criminal
1711-12-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,13,Jul,8:30,AM,255 North Main Street , Barre,05641,criminal
1316-11-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,13,Jul,8:45,AM,255 North Main Street , Barre,05641,criminal
1250-9-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Wednesday,14,Jul,1:30,PM,255 North Main Street , Barre,05641,criminal
1067-10-20,washington,criminal,Terry Trono Courtroom - Barre,Confidential Hearing,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
1046-10-20,washington,criminal,Terry Trono Courtroom - Barre,Pre Trial Conference,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
1224-11-20,washington,criminal,Terry Trono Courtroom - Barre,Pre Trial Conference,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
1491-10-19,washington,criminal,Terry Trono Courtroom - Barre,Pre Trial Conference,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
1582-11-19,washington,criminal,Terry Trono Courtroom - Barre,Pre Trial Conference,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
567-7-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
826-8-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
1096-10-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
1097-10-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
1427-12-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
318-3-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,2,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
1262-11-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,3,Aug,8:30,AM,255 North Main Street , Barre,05641,criminal
1020-9-20,washington,criminal,Terry Trono Courtroom - Barre,Confidential Hearing,Tuesday,3,Aug,8:45,AM,255 North Main Street , Barre,05641,criminal
1019-9-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,3,Aug,8:45,AM,255 North Main Street , Barre,05641,criminal
828-8-20,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,3,Aug,9:15,AM,255 North Main Street , Barre,05641,criminal
138-1-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Tuesday,31,Aug,1:00,PM,255 North Main Street , Barre,05641,criminal
1398-10-19,washington,criminal,Terry Trono Courtroom - Barre,Status Conference,Monday,8,Nov,2:00,PM,255 North Main Street , Barre,05641,criminal
393-12-19,washington,domestic,Washington Family/Criminal Courtroom 3 -,2nd FloMagistrate Child Support Establishment Hearing,Tuesday,1,Jun,9:00,AM,255 North Main Street , Barre,05641,family
66-2-11,washington,domestic,Washington Family/Criminal Courtroom 3 -,2nd FloMagistrate Enforcement Hearing,Tuesday,1,Jun,10:00,AM,255 North Main Street , Barre,05641,family
215-10-20,washington,domestic,Washington Family/Criminal Courtroom 3 -,2nd FloMotion Hearing,Tuesday,1,Jun,1:00,PM,255 North Main Street , Barre,05641,family
148-4-13,washington,domestic,Washington Family/Criminal Courtroom 3 -,2nd FloMagistrate Enforcement Hearing,Tuesday,1,Jun,2:00,PM,255 North Main Street , Barre,05641,family
276-12-20,washington,domestic,Case Manager Conference Room,Case Management Conference,Wednesday,2,Jun,9:00,AM,255 North Main Street , Barre,05641,family
17-1-17,washington,domestic,Case Manager Conference Room,Case Management Conference OCS,Thursday,3,Jun,9:00,AM,255 North Main Street , Barre,05641,family
27-1-11,washington,domestic,Case Manager Conference Room,Case Management Conference OCS,Thursday,3,Jun,10:00,AM,255 North Main Street , Barre,05641,family
264-12-20,washington,domestic,Terry Trono Courtroom - Barre,Status Conference,Wednesday,16,Jun,1:00,PM,255 North Main Street , Barre,05641,family
10-1-21,washington,domestic,Terry Trono Courtroom - Barre,Uncontested Dissolution Hearing,Monday,12,Jul,1:00,PM,255 North Main Street , Barre,05641,family
245-11-20,washington,domestic,Terry Trono Courtroom - Barre,Uncontested Dissolution Hearing,Monday,12,Jul,1:15,PM,255 North Main Street , Barre,05641,family
357-11-19,washington,domestic,Washington Family/Criminal Courtroom 3 -,2nd FloMagistrate Child Support Establishment Hearing,Tuesday,13,Jul,9:00,AM,255 North Main Street , Barre,05641,family
176-2-18,windham,criminal,Family/Criminal/Probate Courtroom 1,VOP Sentencing Hearing,Wednesday,28,Apr,9:00,AM,30 Putney Road , Brattleboro,05301,criminal
168-2-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Motion Hearing,Thursday,29,Apr,9:00,AM,30 Putney Road , Brattleboro,05301,criminal
1479-12-13,windham,criminal,Family/Criminal/Probate Courtroom 1,Motion Hearing,Thursday,29,Apr,2:00,PM,30 Putney Road , Brattleboro,05301,criminal
1076-9-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Status Conference,Thursday,29,Apr,2:30,PM,30 Putney Road , Brattleboro,05301,criminal
742-6-08,windham,criminal,Family/Criminal/Probate Courtroom 1,Motion Hearing,Thursday,29,Apr,2:45,PM,30 Putney Road , Brattleboro,05301,criminal
1227-10-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Bail Review Hearing,Thursday,29,Apr,3:15,PM,30 Putney Road , Brattleboro,05301,criminal
82-1-20,windham,criminal,Family/Criminal/Probate Courtroom 1,Change of Plea Hearing,Thursday,29,Apr,3:30,PM,30 Putney Road , Brattleboro,05301,criminal
1279-10-18,windham,criminal,Family/Criminal/Probate Courtroom 1,Motion Hearing,Friday,30,Apr,9:30,AM,30 Putney Road , Brattleboro,05301,criminal
41-1-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Motion Hearing,Friday,30,Apr,9:30,AM,30 Putney Road , Brattleboro,05301,criminal
82-1-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Motion Hearing,Friday,30,Apr,9:30,AM,30 Putney Road , Brattleboro,05301,criminal
164-2-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Motion Hearing,Friday,30,Apr,9:30,AM,30 Putney Road , Brattleboro,05301,criminal
193-2-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Motion Hearing,Friday,30,Apr,9:30,AM,30 Putney Road , Brattleboro,05301,criminal
92-1-16,windham,criminal,Family/Criminal/Probate Courtroom 1,Competency Hearing,Friday,30,Apr,10:00,AM,30 Putney Road , Brattleboro,05301,criminal
1385-11-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Competency Hearing,Friday,30,Apr,10:00,AM,30 Putney Road , Brattleboro,05301,criminal
73-1-19,windham,criminal,Family/Criminal/Probate Courtroom 1,VOP Change Of Plea Hearing,Friday,30,Apr,11:00,AM,30 Putney Road , Brattleboro,05301,criminal
223-2-05,windham,criminal,Family/Criminal/Probate Courtroom 1,Motion Hearing,Tuesday,1,Jun,1:30,PM,30 Putney Road , Brattleboro,05301,criminal
552-5-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Status Conference,Wednesday,2,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,criminal
1069-9-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Status Conference,Wednesday,2,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,criminal
600-5-18,windham,criminal,Family/Criminal/Probate Courtroom 1,VOP Merits Hearing,Thursday,3,Jun,10:00,AM,30 Putney Road , Brattleboro,05301,criminal
297-3-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Motion Hearing,Thursday,3,Jun,2:30,PM,30 Putney Road , Brattleboro,05301,criminal
553-5-16,windham,criminal,Family/Criminal/Probate Courtroom 1,Change of Plea Hearing,Wednesday,16,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,criminal
1185-10-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Status Conference,Wednesday,16,Jun,9:45,AM,30 Putney Road , Brattleboro,05301,criminal
755-6-15,windham,criminal,Family/Criminal/Probate Courtroom 1,Restitution Hearing,Wednesday,16,Jun,10:15,AM,30 Putney Road , Brattleboro,05301,criminal
681-7-17,windham,criminal,Family/Criminal/Probate Courtroom 1,VOP Merits Hearing,Thursday,24,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,criminal
123-1-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Status Conference,Tuesday,6,Jul,1:00,PM,30 Putney Road , Brattleboro,05301,criminal
1080-9-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Status Conference,Tuesday,6,Jul,1:00,PM,30 Putney Road , Brattleboro,05301,criminal
1333-11-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Status Conference,Thursday,5,Aug,1:00,PM,30 Putney Road , Brattleboro,05301,criminal
1372-11-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Status Conference,Thursday,5,Aug,1:00,PM,30 Putney Road , Brattleboro,05301,criminal
1384-11-19,windham,criminal,Family/Criminal/Probate Courtroom 1,Status Conference,Thursday,5,Aug,1:00,PM,30 Putney Road , Brattleboro,05301,criminal
314-12-14,windham,domestic,Civil Courtroom 4,Motion Hearing,Wednesday,28,Apr,11:00,AM,30 Putney Road , Brattleboro,05301,family
51-3-19,windham,family,Family/Criminal/Probate Courtroom 2,51-3-19 Wmfa,Wednesday,28,Apr,10:00,AM,30 Putney Road , Brattleboro,05301,family
220-10-18,windham,domestic,Family/Criminal/Probate Courtroom 3,Contested Dissolution Hearing,Wednesday,28,Apr,3:00,PM,30 Putney Road , Brattleboro,05301,family
90-7-19,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Thursday,29,Apr,11:30,AM,30 Putney Road , Brattleboro,05301,family
165-12-19,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Thursday,29,Apr,1:15,PM,30 Putney Road , Brattleboro,05301,family
116-10-15,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Thursday,29,Apr,2:00,PM,30 Putney Road , Brattleboro,05301,family
13-1-17,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Thursday,29,Apr,2:15,PM,30 Putney Road , Brattleboro,05301,family
157-11-19,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Thursday,29,Apr,2:30,PM,30 Putney Road , Brattleboro,05301,family
157-7-18,windham,domestic,Civil Courtroom 4,Contested Dissolution Hearing,Friday,30,Apr,9:00,AM,30 Putney Road , Brattleboro,05301,family
235-8-09,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Contempt Hearing,Tuesday,1,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,family
215-10-18,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Modification Hearing,Tuesday,1,Jun,10:00,AM,30 Putney Road , Brattleboro,05301,family
65-3-17,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Modification Hearing,Tuesday,1,Jun,11:00,AM,30 Putney Road , Brattleboro,05301,family
141-10-19,windham,juvenile,Family/Criminal/Probate Courtroom 1,Juvenile Confidential Hearing,Wednesday,2,Jun,1:00,PM,30 Putney Road , Brattleboro,05301,family
114-9-17,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Thursday,3,Jun,11:00,AM,30 Putney Road , Brattleboro,05301,family
115-9-17,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Thursday,3,Jun,11:00,AM,30 Putney Road , Brattleboro,05301,family
85-7-19,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Thursday,3,Jun,11:30,AM,30 Putney Road , Brattleboro,05301,family
86-7-19,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Thursday,3,Jun,11:30,AM,30 Putney Road , Brattleboro,05301,family
62-3-02,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Enforcement Hearing,Monday,7,Jun,10:30,AM,30 Putney Road , Brattleboro,05301,family
294-10-07,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Contempt Hearing,Monday,7,Jun,1:00,PM,30 Putney Road , Brattleboro,05301,family
306-11-06,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Enforcement Hearing,Monday,7,Jun,2:00,PM,30 Putney Road , Brattleboro,05301,family
188-7-15,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Enforcement Hearing,Monday,7,Jun,2:30,PM,30 Putney Road , Brattleboro,05301,family
325-11-15,windham,domestic,Family Case Manager Conference Room,Case Management Conference Call,Monday,7,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,family
10-1-10,windham,domestic,Family Case Manager Conference Room,Case Management Conference Call,Monday,7,Jun,11:00,AM,30 Putney Road , Brattleboro,05301,family
230-12-19,windham,domestic,Civil Courtroom 4,Contested Dissolution Hearing,Monday,7,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,family
92-7-19,windham,juvenile,Family/Criminal/Probate Courtroom 3,Juvenile Confidential Hearing,Tuesday,8,Jun,2:30,PM,30 Putney Road , Brattleboro,05301,family
58-5-19,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Thursday,10,Jun,1:30,PM,30 Putney Road , Brattleboro,05301,family
207-9-18,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Child Support Establishment Hearing,Monday,14,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,family
236-11-18,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Child Support Establishment Hearing,Monday,14,Jun,1:00,PM,30 Putney Road , Brattleboro,05301,family
156-8-19,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Child Support Establishment Hearing,Monday,14,Jun,1:00,PM,30 Putney Road , Brattleboro,05301,family
10-1-17,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Monday,14,Jun,2:00,PM,30 Putney Road , Brattleboro,05301,family
235-10-18,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Child Support Modification Hearing,Monday,14,Jun,2:00,PM,30 Putney Road , Brattleboro,05301,family
236-12-19,windham,domestic,Civil Courtroom 4,Status Conference,Monday,14,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,family
119-7-19,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Child Support Establishment Hearing,Tuesday,15,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,family
358-12-13,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Child Support Modification Hearing,Tuesday,15,Jun,10:00,AM,30 Putney Road , Brattleboro,05301,family
207-10-19,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Child Support Establishment Hearing,Tuesday,15,Jun,11:00,AM,30 Putney Road , Brattleboro,05301,family
101-4-12,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Miscellaneous Hearing,Tuesday,15,Jun,2:00,PM,30 Putney Road , Brattleboro,05301,family
376-12-10,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Enforcement Hearing,Tuesday,15,Jun,2:30,PM,30 Putney Road , Brattleboro,05301,family
79-7-19,windham,juvenile,Family/Criminal/Probate Courtroom 2,Juvenile Confidential Hearing,Tuesday,15,Jun,3:00,PM,30 Putney Road , Brattleboro,05301,family
228-10-16,windham,domestic,Family/Criminal/Probate Courtroom 2,Magistrate Child Support Modification Hearing,Tuesday,15,Jun,3:00,PM,30 Putney Road , Brattleboro,05301,family
79-7-19,windham,juvenile,Family/Criminal/Probate Courtroom 3,Juvenile Confidential Hearing,Tuesday,15,Jun,9:00,AM,30 Putney Road , Brattleboro,05301,family
57-3-18,windham,domestic,Family/Criminal/Probate Courtroom 2,Status Conference,Wednesday,16,Jun,2:30,PM,30 Putney Road , Brattleboro,05301,family
136-6-17,windham,domestic,Family/Criminal/Probate Courtroom 2,Motion Hearing,Wednesday,16,Jun,3:00,PM,30 Putney Road , Brattleboro,05301,family
