docket,county,division,court_room,hearing_type,day_of_week,day,month,time,am_pm,street,city,zip_code,court_type
359-11-19,chittenden,civil suspension,Family/Criminal Courtroom 2A,Civil Suspension Final Hearing,Wednesday,24,Feb,10:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
3986-11-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Wednesday,24,Feb,10:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
64-2-20,chittenden,civil suspension,Family/Criminal Courtroom 2A,Civil Suspension Final Hearing,Wednesday,24,Feb,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
786-3-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Wednesday,24,Feb,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
271-9-19,chittenden,civil suspension,Family/Criminal Courtroom 2A,Civil Suspension Final Hearing,Wednesday,24,Feb,11:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
2950-8-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Wednesday,24,Feb,11:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
393-12-19,chittenden,civil suspension,Family/Criminal Courtroom 2A,Civil Suspension Final Hearing,Wednesday,24,Feb,11:30,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
4278-12-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Wednesday,24,Feb,11:30,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
59-2-20,chittenden,civil suspension,Family/Criminal Courtroom 2A,Civil Suspension Final Hearing,Wednesday,24,Feb,1:30,PM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
729-2-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Wednesday,24,Feb,1:30,PM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
48-2-20,chittenden,civil suspension,Family/Criminal Courtroom 2A,Civil Suspension Final Hearing,Wednesday,24,Feb,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
562-2-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Wednesday,24,Feb,2:00,PM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
101-4-20,chittenden,civil suspension,Family/Criminal Courtroom 2A,Civil Suspension Final Hearing,Wednesday,24,Feb,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
930-3-20,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Wednesday,24,Feb,2:30,PM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
1635-5-19,chittenden,criminal,Family/Criminal Courtroom 2B,Status Conference,Wednesday,24,Feb,9:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
2375-7-18,chittenden,criminal,Family/Criminal Courtroom 2B,Criminal Miscellaneous Hearing,Wednesday,24,Feb,1:00,PM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
2183-6-19,chittenden,criminal,Family/Criminal Courtroom 1B,Status Conference,Thursday,25,Feb,10:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
4036-11-19,chittenden,criminal,Family/Criminal Courtroom 3A,State of Vermont v.,Thursday,25,Feb,09:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
798-3-20,chittenden,criminal,Family/Criminal Courtroom 3A,State of Vermont v.,Thursday,25,Feb,09:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
990-3-20,chittenden,criminal,Family/Criminal Courtroom 3A,State of Vermont v.,Thursday,25,Feb,09:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
1865-8-20,chittenden,criminal,Family/Criminal Courtroom 3A,State of Vermont v.,Thursday,25,Feb,09:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
2375-7-18,chittenden,criminal,Family/Criminal Courtroom 2B,Criminal Miscellaneous Hearing,Thursday,25,Feb,1:30,PM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
4361-12-19,chittenden,criminal,Family/Criminal Courtroom 2A,Status Conference,Friday,26,Feb,9:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
2966-9-18,chittenden,criminal,Family/Criminal Courtroom 2A,VOP Status Conference,Friday,26,Feb,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
2968-9-18,chittenden,criminal,Family/Criminal Courtroom 2A,VOP Status Conference,Friday,26,Feb,9:30,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
374-2-18,chittenden,criminal,Family/Criminal Courtroom 2A,VOP Status Conference,Friday,26,Feb,10:00,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
3810-10-19,chittenden,criminal,Family/Criminal Courtroom 2A,VOP Status Conference,Friday,26,Feb,10:30,AM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
2375-7-18,chittenden,criminal,Family/Criminal Courtroom 2B,Criminal Miscellaneous Hearing,Friday,26,Feb,1:00,PM,"32 Cherry Street, Suite 300 ", Burlington, 05401,Criminal Division
215-7-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Confidential Hearing,Thursday,31,Dec,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
228-8-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Thursday,31,Dec,11:30,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
732-12-18,chittenden,domestic,Family/Criminal Courtroom 1D,Magistrate Enforcement Hearing,Monday,4,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
741-12-19,chittenden,domestic,Family/Criminal Courtroom 1D,Magistrate Child Support Establishment Hearing,Monday,4,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
747-10-07,chittenden,domestic,Family/Criminal Courtroom 1D,Magistrate Enforcement Hearing,Monday,4,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
138-3-20,chittenden,domestic,Family/Criminal Courtroom 1D,Magistrate Enforcement Hearing,Monday,4,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
471-8-19,chittenden,domestic,Family/Criminal Courtroom 1D,Magistrate Child Support Establishment Hearing,Monday,4,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
644-11-19,chittenden,domestic,Family/Criminal Courtroom 1B,Pre Trial Conference,Monday,4,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
173-3-19,chittenden,domestic,Family/Criminal Courtroom 1B,Contested Dissolution Hearing,Monday,4,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
402-7-19,chittenden,domestic,Family/Criminal Courtroom 1B,Pre Trial Conference,Monday,4,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
23-1-20,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference OCS,Monday,4,Jan,9:30,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
103-2-17,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Monday,4,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
102-3-20,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Deviation Hearing,Monday,4,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
11-1-16,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Monday,4,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
871-10-11,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Monday,4,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
860-10-12,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Monday,4,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
707-12-19,chittenden,domestic,Family/Criminal Courtroom 1B,Parental Rights & Responsibilities Establishment H,Monday,4,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
494-8-19,chittenden,domestic,Family/Criminal Courtroom 1B,Status Conference,Monday,4,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
255-6-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Monday,4,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
529-11-18,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Monday,4,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
698-8-14,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Tuesday,5,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
263-4-03,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Tuesday,5,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
885-10-11,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Modification Hearing,Tuesday,5,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
770-10-07,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Tuesday,5,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
612-10-18,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Tuesday,5,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
71-2-17,chittenden,domestic,Family/Criminal Courtroom 1B,Motion Hearing,Tuesday,5,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
427-5-08,chittenden,domestic,Family/Criminal Courtroom 1B,Motion Hearing,Tuesday,5,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
480-7-18,chittenden,domestic,Family/Criminal Courtroom 1B,Motion Hearing,Tuesday,5,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
57-1-16,chittenden,domestic,Family/Criminal Courtroom 1B,Motion Hearing,Tuesday,5,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
536-12-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Tuesday,5,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
98-3-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Tuesday,5,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
154-5-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Tuesday,5,Jan,11:30,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
514-12-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Tuesday,5,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
261-3-05,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Wednesday,6,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
807-9-11,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Modification Hearing,Wednesday,6,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
356-5-09,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Modification Hearing,Wednesday,6,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
398-7-19,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Establishment Hearing,Wednesday,6,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
199-3-09,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Modification Hearing,Wednesday,6,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
12-1-11,chittenden,domestic,Family/Criminal Courtroom 1D,Motion Hearing,Wednesday,6,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
693-9-14,chittenden,domestic,Family/Criminal Courtroom 1D,Motion Hearing,Wednesday,6,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
293-4-14,chittenden,domestic,Family/Criminal Courtroom 1D,Motion Hearing,Wednesday,6,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
735-12-19,chittenden,domestic,Family/Criminal Courtroom 1D,Motion Hearing,Wednesday,6,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
70-1-08,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference,Wednesday,6,Jan,8:15,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
365-7-19,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference Call,Wednesday,6,Jan,10:45,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
160-5-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,6,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
159-5-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,6,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
87-3-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,6,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
88-3-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,6,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
89-3-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,6,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
182-5-20,chittenden,domestic,Family/Criminal Courtroom 1E,Motion Hearing,Thursday,7,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
715-12-19,chittenden,domestic,Family/Criminal Courtroom 1E,Telephone Status Conference,Thursday,7,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
468-12-17,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Thursday,7,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
963-11-11,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Modification Hearing,Thursday,7,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
208-3-13,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Modification Hearing,Thursday,7,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
493-11-19,chittenden,juvenile,Family/Criminal Courtroom 1D,Juvenile Confidential Hearing,Thursday,7,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
497-11-19,chittenden,juvenile,Family/Criminal Courtroom 1D,Juvenile Confidential Hearing,Thursday,7,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
222-8-20,chittenden,juvenile,Family/Criminal Courtroom 1D,Confidential Hearing,Thursday,7,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
116-3-20,chittenden,juvenile,Family/Criminal Courtroom 1D,Juvenile Confidential Hearing,Thursday,7,Jan,10:30,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
304-7-19,chittenden,juvenile,Family/Criminal Courtroom 1B,Confidential Hearing,Thursday,7,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
85-2-20,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference Call,Thursday,7,Jan,9:30,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
293-5-19,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference Call,Thursday,7,Jan,9:45,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
546-12-19,chittenden,family,Family/Criminal Courtroom 2B,546-12-19 Cnfa,Thursday,7,Jan,08:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
472-8-19,chittenden,domestic,Family/Criminal Courtroom 1D,Contested Dissolution Hearing,Thursday,7,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
251-6-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Friday,8,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
252-6-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Friday,8,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
253-6-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Friday,8,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
260-7-17,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Friday,8,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
211-6-20,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference,Friday,8,Jan,1:15,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
734-12-19,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Establishment Hearing,Friday,8,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
749-12-18,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Miscellaneous Hearing,Friday,8,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
609-10-19,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Friday,8,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
498-9-19,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Friday,8,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
267-5-17,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Friday,8,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
226-8-20,chittenden,juvenile,Family/Criminal Courtroom 1B,Juvenile Confidential Hearing,Friday,8,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
225-8-20,chittenden,juvenile,Family/Criminal Courtroom 1B,Juvenile Confidential Hearing,Friday,8,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
43-1-20,chittenden,juvenile,Family/Criminal Courtroom 1B,Juvenile Confidential Hearing,Friday,8,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
609-10-19,chittenden,domestic,Family/Criminal Courtroom 1D,Contested Dissolution Hearing,Friday,8,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
662-11-19,chittenden,domestic,Family/Criminal Courtroom 1D,Uncontested Dissolution Hearing,Friday,8,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
70-2-20,chittenden,domestic,Family/Criminal Courtroom 1D,Uncontested Dissolution Hearing,Friday,8,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
270-7-20,chittenden,domestic,Family/Criminal Courtroom 1B,Motion Hearing,Monday,11,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
192-6-20,chittenden,domestic,Family/Criminal Courtroom 1B,Motion Hearing,Monday,11,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
267-7-20,chittenden,domestic,Family/Criminal Courtroom 1B,Parental Rights & Responsibilities Establishment H,Monday,11,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
110-2-15,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference OCS,Monday,11,Jan,9:30,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
725-12-17,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference OCS,Monday,11,Jan,10:45,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
541-9-19,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference,Monday,11,Jan,1:15,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
388-5-03,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Monday,11,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
167-3-15,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Modification Hearing,Monday,11,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
875-11-07,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Modification Hearing,Monday,11,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
996-12-00,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Modification Hearing,Monday,11,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
106-3-20,chittenden,domestic,Family/Criminal Courtroom 1B,Parentage Establishment Hearing,Monday,11,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
284-6-18,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Monday,11,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
380-9-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Monday,11,Jan,11:30,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
362-9-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Monday,11,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
313-4-11,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Tuesday,12,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
876-12-04,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Deviation Hearing,Tuesday,12,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
610-8-16,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Tuesday,12,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
886-11-05,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Enforcement Hearing,Tuesday,12,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
586-10-17,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Tuesday,12,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
881-11-03,chittenden,domestic,Family/Criminal Courtroom 1B,Motion Hearing,Tuesday,12,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
141-3-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Tuesday,12,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
138-3-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Tuesday,12,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
139-3-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Tuesday,12,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
140-3-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Tuesday,12,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
42-1-20,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference,Wednesday,13,Jan,9:30,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
196-6-20,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference,Wednesday,13,Jan,1:15,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
311-7-20,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference,Wednesday,13,Jan,2:30,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
217-6-20,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Establishment Hearing,Wednesday,13,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
280-5-19,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Establishment Hearing,Wednesday,13,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
360-7-19,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Wednesday,13,Jan,11:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
51-1-18,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Wednesday,13,Jan,1:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
512-9-19,chittenden,domestic,Family/Criminal Courtroom 1E,Magistrate Child Support Review Hearing,Wednesday,13,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
735-12-19,chittenden,domestic,Family/Criminal Courtroom 1D,Contested Dissolution Hearing,Wednesday,13,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
533-12-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,13,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
185-6-20,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,13,Jan,10:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
300-7-19,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Wednesday,13,Jan,2:00,PM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
397-10-17,chittenden,juvenile,Family/Criminal Courtroom 1A,Juvenile Confidential Hearing,Thursday,14,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
390-6-18,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference Call,Thursday,14,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
669-11-19,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference Call,Thursday,14,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
226-5-20,chittenden,family,Family Case Manager Conference Room,Case Management Conference Call,Thursday,14,Jan,9:00,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
410-7-19,chittenden,domestic,Family Case Manager Conference Room,Case Management Conference Call,Thursday,14,Jan,9:15,AM,"32 Cherry Street, Suite 200 ", Burlington, 05401,Family Division
